"the"	0.2977389376063431
"prce"	0.25
"i"	0.24764848004849466
"and"	0.2164179175424544
"a"	0.20786261056264863
"it"	0.19989036377970854
"to"	0.1750024288901378
"goodgood"	0.16666666666666666
"fav"	0.16515151515151516
"for"	0.11883272283178563
"is"	0.11767308780686483
"this"	0.11400638345736958
"of"	0.09567745736683865
"que"	0.09426406926406927
"my"	0.09265255098354556
"haller"	0.08702188940092165
"limborg"	0.08399966683325005
"you"	0.07864959655747161
"on"	0.07603600480555678
"uku"	0.07354715346538368
"producto"	0.07285258601048075
"with"	0.0721675515028087
"rice"	0.07142857142857142
"desde"	0.06926406926406926
"saludos"	0.06926406926406926
"in"	0.06837518594295097
"that"	0.06819627572060903
"captain"	0.06702188940092166
"circus"	0.06702188940092166
"recommendedcfh"	0.06699337738576866
"but"	0.06656056116770691
"guitar"	0.06524922242641049
"bla"	0.06521739130434782
"great"	0.06282734401265787
"these"	0.062180861357492574
"have"	0.061952253473363667
"s"	0.06046366724664896
"they"	0.06020614087518082
"hooray"	0.06012254901960784
"strings"	0.06009686736238007
"are"	0.05968799795594295
"good"	0.05815251862986123
"t"	0.056698214718134556
"very"	0.05523309678097034
"doc"	0.054688390039587406
"as"	0.05280629757868711
"bueno"	0.05131578947368421
"como"	0.05131578947368421
"not"	0.05126863602153547
"pedal"	0.05077422068174
"calidad"	0.05012531328320802
"picks"	0.048573374899206226
"impending"	0.04772727272727273
"strap"	0.04695358033860877
"venezuela"	0.046536796536796536
"well"	0.04648026681130654
"ur"	0.04564234532484692
"excelente"	0.045454545454545456
"one"	0.04540992880470243
"rosin"	0.04490852509889464
"sincerely"	0.0445428798730156
"filler"	0.04448197938181839
"perfectunder"	0.04423076923076923
"use"	0.04417031540155185
"son"	0.04400664210423965
"ver"	0.043560606060606064
"works"	0.04331297902926638
"frusciante"	0.04308213716108453
"so"	0.04275600874676316
"ukulele"	0.04267351866391527
"like"	0.04243093154319223
"prompt"	0.04177700896336434
"cheers"	0.0417189746692773
"znet"	0.04166666666666667
"just"	0.04166045477793906
"daughters"	0.0409106759851021
"complains"	0.04081632653061224
"mic"	0.04080105771053769
"violin"	0.040724481086555214
"sound"	0.040705913498061
"was"	0.04050137488372128
"sizesbut"	0.039938556067588324
"can"	0.039841822927072085
"husband"	0.03958174494353066
"doe"	0.03943452380952381
"cable"	0.039422224669557866
"them"	0.03917647084523016
"price"	0.03869466446900452
"wellbuild"	0.038461538461538464
"expiriance"	0.038461538461538464
"un"	0.03814625642209604
"be"	0.03810628175203615
"insterment"	0.03791727140783745
"or"	0.037426204712983156
"choise"	0.03734968734968734
"if"	0.036907359015594526
"stand"	0.036418578683115765
"your"	0.036413296958761096
"more"	0.03623315115874348
"teenage"	0.036214176746213356
"all"	0.03620208049579432
"quality"	0.036085114426834555
"ego"	0.036057692307692304
"nice"	0.03593905109187695
"stickler"	0.035897435897435895
"daughter"	0.03585139707046854
"uke"	0.035358340467727664
"smile"	0.035298216276477154
"easy"	0.03523122233167148
"he"	0.034972741638212665
"recomend"	0.0349235452935174
"cables"	0.034885185827968006
"doubleleather"	0.03470588235294118
"jammin"	0.034562211981566816
"ve"	0.03446105577928848
"health"	0.03409090909090909
"beatle"	0.03400171257314114
"pedals"	0.0339464828483104
"awesome"	0.03380581408021227
"garcia"	0.03358837031369548
"accustic"	0.03333333333333333
"twing"	0.03333333333333333
"twong"	0.03333333333333333
"really"	0.03323499978059982
"eddie"	0.03310216360746181
"mandolin"	0.032905266264100855
"cherish"	0.03279569892473118
"will"	0.03273605692645966
"gls"	0.0327237813445282
"wool"	0.032608695652173905
"chewing"	0.03256302521008403
"capo"	0.03243505120671461
"gt"	0.032338031459129446
"its"	0.032336681995327334
"wieght"	0.03230769230769231
"wuhan"	0.032166615297683256
"teen"	0.03205479164509798
"at"	0.03200997028873788
"u"	0.03199311896187643
"product"	0.03175654408673257
"wolfgang"	0.03173913043478261
"adarrio"	0.031636363636363636
"would"	0.03155428899041638
"mans"	0.031473494064734944
"what"	0.03136385076011485
"thank"	0.03133826809663294
"michael"	0.031217535834783414
"love"	0.03120709205284888
"than"	0.031082583031965955
"reds"	0.030952380952380953
"up"	0.030804705802787706
"no"	0.030624510946311117
"pick"	0.03059297250699886
"warlock"	0.030365769496204276
"little"	0.03032617719890457
"purchasethey"	0.030303030303030304
"grasp"	0.03027788080897243
"recommend"	0.030275224719640267
"get"	0.03009582742833208
"amp"	0.03005001048518522
"beatiful"	0.029907592407592408
"microphone"	0.02989008929707421
"enought"	0.029874312043658043
"mike"	0.029872879484619027
"ya"	0.02984632848458181
"cactus"	0.029811651840893516
"an"	0.029723194117347116
"james"	0.029703924420613276
"pic"	0.029577107073384335
"fender"	0.029568418812230487
"im"	0.029555886580834363
"value"	0.0295490528832588
"powerfull"	0.029515305392135815
"confortable"	0.029487179487179487
"bought"	0.029439573721399784
"shopi"	0.029411764705882353
"azuresmy"	0.029411764705882353
"griplasts"	0.029411764705882353
"whileterrific"	0.029411764705882353
"heavynoisy"	0.029411764705882353
"recomended"	0.029393446590467914
"joyo"	0.02938121205873234
"bass"	0.029295806704751844
"string"	0.029281648123804887
"wtf"	0.02921102921102921
"micgreat"	0.029206349206349208
"does"	0.029156852408759336
"godlyke"	0.02913976038976039
"hosa"	0.029059996046124296
"looses"	0.029012345679012345
"karaoke"	0.029009755022361534
"austin"	0.028951149425287356
"loves"	0.028937735252824916
"tangle"	0.028917307958403846
"out"	0.02886778541101484
"underrated"	0.028832630098452883
"guitars"	0.028818125032829343
"excellent"	0.028713392122609444
"themthanks"	0.028693528693528692
"pickgaurd"	0.02867861467368473
"blink"	0.028588418635170604
"goretex"	0.02857142857142857
"buy"	0.02855034787278359
"hellraiser"	0.02848992297841403
"defiantly"	0.028415902385624837
"when"	0.02825558919451889
"luna"	0.028226185472087106
"tone"	0.028207748984948544
"durable"	0.028054339008543
"halen"	0.028020372062533695
"cloth"	0.027994291422268072
"guitarother"	0.027972027972027972
"cant"	0.027930426144131798
"tuner"	0.027929515860063536
"me"	0.027926075088665837
"electrons"	0.027857142857142858
"stile"	0.02782608695652174
"diaddario"	0.027777777777777776
"madeplus"	0.027777777777777776
"cablesit"	0.027777777777777776
"dlls"	0.027777777777777776
"slinks"	0.027777777777777776
"iam"	0.027777777777777776
"sturdyworks"	0.027777777777777776
"wrongcomfortable"	0.027777777777777776
"youbought"	0.027777777777777776
"bassvery"	0.027777777777777776
"bassdon"	0.027777777777777776
"bassreg"	0.027777777777777776
"guitarupright"	0.027777777777777776
"mandobanjoacoustic"	0.027777777777777776
"buzzingthey"	0.027777777777777776
"reporthad"	0.027777777777777776
"lotclean"	0.027777777777777776
"triedworth"	0.027777777777777776
